questId,title,detail,category,type
168,「第十六戦隊(第二次)」を編成せよ！,「名取」を旗艦として「五十鈴」「鬼怒」を擁する、第十六戦隊(第二次)を編成せよ！,1,4
169,「新編成航空戦隊」を編成せよ！,空母2隻+航空戦艦/航空巡洋艦2隻+駆逐艦2隻の新航空戦隊を編成せよ！,1,4
170,精強な「水上反撃部隊」を再編成せよ！,駆逐艦「霞」旗艦、「足柄」「大淀」「朝霜」「清霜」他の水上反撃部隊を再編成せよ！,1,4
171,「第三十一戦隊(第一次)」を編成せよ！,「五十鈴改二」旗艦、「皐月改二」「卯月改」を含む、対潜機動水上部隊を編成せよ！,1,4
172,「第二七駆逐隊」を編成せよ！,「白露改」旗艦、「時雨」「春雨」「五月雨」4隻による第二七駆逐隊を編成せよ！,1,4
173,強行高速輸送部隊を編成せよ！,「川内改二」旗艦、「江風改二」「時雨改二」他駆逐2隻による水雷戦隊を編成せよ！,1,4
174,新編「水雷戦隊」を含む艦隊を再編成せよ！,軽巡級を旗艦とした駆逐艦4隻からなる強力な水雷戦隊を含む艦隊を再編成せよ！,1,4
175,新編「第八駆逐隊」を再編成せよ！,「朝潮改二」を旗艦とした「満潮」「大潮」「荒潮」4隻による第八駆逐隊を再編成せよ！,1,4
176,精鋭！八駆第一小隊！,「朝潮改二丁」及び「大潮改二」を含む艦隊を編成せよ！,1,4
177,「第十九駆逐隊」を編成せよ！,特型駆逐艦「磯波」「浦波」「綾波」「敷波」4隻による第十九駆逐隊を編成せよ！,1,4
178,「第十六戦隊(第三次)」を編成せよ！,「鬼怒」「青葉」「北上」「大井」を擁する、第十六戦隊(第三次)を編成せよ！,1,4
179,精鋭「第十六戦隊」を再編成せよ！,「鬼怒改二」を旗艦として、「北上改二」「大井改二」「球磨改」及び「青葉改」「浦波改」「敷波改」から5隻、計6隻の精鋭「第十六戦隊」を再編成せよ！,1,4
180,新編「第一戦隊」を編成せよ！,編成任務：第一艦隊に新改装された長門型戦艦一番艦「長門改二」及び同二番艦「陸奥改」からなる新編第一戦隊を配備せよ！,1,4
181,新編「第七戦隊」を編成せよ！,編成任務：第一艦隊旗艦に新改装された改鈴谷型「熊野改二」、同二番艦に「鈴谷改二」、僚艦に「最上改」「三隈改」を配した新編第七戦隊を配備せよ！,1,4
182,精鋭「第四航空戦隊」を再編成せよ！,編成任務：第一艦隊旗艦及び同二番艦に練度50以上の航空戦艦「伊勢」「日向」を配備、随伴艦に軽巡洋艦1隻、駆逐艦2隻他を伴う精鋭「第四航空戦隊」を再編成せよ！,1,4
183,新編「第四水雷戦隊」を編成せよ！,編成任務：第一艦隊旗艦に「由良改二」を配備、随伴艦に二駆「村雨」「夕立」「春雨」「五月雨」他1隻の駆逐艦を配備、新編「第四水雷戦隊」を編成せよ！,1,4
184,精鋭「第二二駆逐隊」を再編成せよ！,編成任務：「文月改二」「皐月改二」「水無月改」「長月改」の精強駆逐艦4隻の編成による精鋭第二二駆逐隊を再編成せよ！,1,4
185,精強「任務部隊」を編成せよ！,編成任務：第一艦隊旗艦に「Saratoga Mk.II」または同「Mod.2」を配備、随伴艦に軽巡洋艦1隻、駆逐艦2隻以上を配した夜間作戦可能な機動部隊を新編せよ！,1,4
186,最精鋭「第八駆逐隊」を編成せよ！,精鋭駆逐隊編成任務：「朝潮改二」「大潮改二」「荒潮改二」「満潮改二」の最精鋭朝潮型駆逐艦4隻による新編「第八駆逐隊」の編成を完了せよ！,1,4
187,「西村艦隊」第二戦隊随伴部隊、集結せよ！,捷一号作戦準備任務：第一遊撃部隊第三部隊の中核となる第二戦隊の随伴艦を編成する。各艦隊から艦艇を抽出、第三艦隊に「最上」「時雨」「満潮」「朝雲」「山雲」を配備せよ！,1,4
188,「西村艦隊」完全編成、出撃準備！,第一遊撃部隊(1YB)任務：1YB第三部隊の完全編成を行う！【第三艦隊(第三部隊)】に、「山城」「扶桑」「最上」「満潮」「朝雲」「山雲」「時雨」を配備、「西村艦隊」を編成せよ！,1,4
188,精鋭「三一駆」第一小隊、抜錨準備！,編成任務：「長波改二」旗艦、僚艦に「高波改」または「沖波改」「朝霜改」を配した、第三一駆逐隊第一小隊(2隻艦隊)を編成せよ！,1,4
189,精鋭「四水戦」抜錨準備！,四水戦(4Sd)特別編成：「村雨改二」旗艦と精鋭四水戦「由良改二」「夕立改二」「春雨改」「五月雨改」「秋月改」より3隻、さらに主力艦2隻を配備した、有力な特務艦隊を編成、南方海域出撃に備えよ！,1,4
190,精鋭「第二一駆逐隊」、抜錨準備！,精鋭駆逐隊編成任務：捷一号作戦を支援する。同決戦正面の基地航空への資材輸送任務のため、「若葉改」「初春改二」「初霜改二」を含む3～4隻の精鋭「第二一駆逐隊」の編成を完了せよ！,1,4
191,改装「第十七駆逐隊」、再編始め！,改装駆逐隊編成任務：改装した陽炎型駆逐艦「浦風改」「谷風改」、そして対空戦闘の激化に備え、対空兵装を軸に大幅強化改装した「磯風乙改」「浜風乙改」による「第十七駆逐隊」を再編せよ！,1,4
192,精鋭「第十八駆逐隊」を編成せよ！,精鋭駆逐隊編成任務：「霰改二」「霞改二/改二乙」「陽炎改」「不知火改」4隻による精鋭「第十八駆逐隊」を編成せよ！,1,4
193,最精鋭甲型駆逐艦、集結せよ！,甲型駆逐隊編成任務：「陽炎改二」「不知火改二」「黒潮改二」を集中配備、さらに練度70以上の甲型駆逐艦【陽炎型/夕雲型駆逐艦】を3隻集中配備、精鋭艦隊型駆逐隊を編成せよ！,1,4
194,精鋭「第十八戦隊」を再編成せよ！,旧式小型軽巡部隊の改装再編成：改天龍型軽巡「天龍改二」及び「龍田改二」の2隻で構成される精鋭「第十八戦隊」を再編成せよ！,1,4
195,精強「第十七駆逐隊」を編成せよ！,改装甲型駆逐隊編成任務：対空兵装を軸に大幅強化改装した「磯風乙改」「浜風乙改」、そして対潜兵装を改装強化した「浦風丁改」「谷風丁改」による、精強「第十七駆逐隊」4隻を編成せよ！,1,4
196,精鋭「第十駆逐隊」、抜錨準備！,甲型駆逐艦編成任務：夕雲型駆逐艦「夕雲改二」及び「巻雲改二」の2隻から成る精鋭第十駆逐隊(2隻編成)を編成せよ！,1,4
197,主力オブ主力、精強「十駆」出撃準備ヨシ！,第十駆逐隊編成任務：改装甲型駆逐艦「夕雲改二」「巻雲改二」「風雲改二」、そして「秋雲改二」の4隻から成る完全編成の最精強「第十駆逐隊」(4隻編成)を編成せよ！,1,4
201,敵艦隊を撃破せよ！,艦隊を出撃させ、敵艦隊を捕捉、これを撃滅せよ！,2,1
202,はじめての「出撃」！,艦隊を出撃させ、敵艦隊と交戦せよ！,2,4
203,鎮守府正面海域を護れ！,鎮守府正面海域に艦隊を出撃させ、敵艦の跳梁を阻止せよ！,2,4
204,南西諸島沖に出撃せよ！,南西諸島沖に艦隊を出撃させ、敵艦隊と交戦せよ！,2,4
205,接近する「敵前衛艦隊」を迎撃せよ！,南西諸島沖に接近する「敵前衛艦隊」を捕捉、これを撃滅せよ！,2,4
206,「水雷戦隊」で出撃せよ！,軽巡洋艦1隻を旗艦とし、複数の駆逐艦からなる水雷戦隊で出撃せよ！,2,4
207,「重巡洋艦」を出撃させよ！,重巡洋艦を旗艦とした艦隊を編成、これを出撃させよ！,2,4
208,「戦艦」を出撃させよ！,海上の覇者、戦艦を旗艦とした艦隊を編成、これを出撃させよ！,2,4
209,「空母機動部隊」出撃せよ！,空母1隻とその護衛艦艇で構成した空母機動部隊を出撃させよ！,2,4
210,敵艦隊を10回邀撃せよ！,艦隊全力出撃！遊弋する敵艦隊を10回邀撃せよ！,2,1
211,敵空母を3隻撃沈せよ！,艦隊の脅威となる敵空母群。これを捕捉撃滅し、3隻轟沈せよ！,2,5
212,敵輸送船団を叩け！,敵の輸送船5隻以上を撃沈し、敵の補給路を寸断せよ！,2,5
213,海上通商破壊作戦,1週間で敵輸送船を20隻以上撃沈せよ！,2,2
214,あ号作戦,1週間の全力出撃を行い、可能な限り多くの敵艦隊を捕捉、これを迎撃せよ！,2,2
215,第2艦隊、出撃せよ！,新たに編成した「第2艦隊」を出撃させよ！,2,4
216,敵艦隊主力を撃滅せよ！,艦隊を出撃させ、敵艦隊「主力」を捕捉！これを撃滅せよ！,2,1
217,敵空母を撃沈せよ！,敵機動部隊を捕捉し、これを邀撃、敵空母を轟沈せよ！,2,4
218,敵補給艦を3隻撃沈せよ！,艦隊を出撃させ、敵補給艦を捕捉、これを撃滅せよ！,2,1
219,「三川艦隊」出撃せよ！,新編成した「三川艦隊」で出撃せよ！,2,4
220,い号作戦,有力な母艦航空隊で1週間の全力出撃を行い、可能な限り多くの敵空母を撃滅せよ！,2,2
221,ろ号作戦,1週間の全力出撃を行い、敵輸送船団を捕捉?撃滅、敵の補給路を寸断せよ！,2,2
222,「第六駆逐隊」出撃せよ！,「暁」「響」「雷」「電」による第六駆逐隊、出撃せよ！,2,4
223,「第四戦隊」出撃せよ！,「愛宕」「高雄」「鳥海」「摩耶」を基幹とする第四戦隊で、バシー島沖の敵を撃滅せよ！,2,4
224,「西村艦隊」出撃せよ！,「扶桑」「山城」「最上」「時雨」を基幹とする西村艦隊で、オリョール海の敵を撃滅せよ！,2,4
225,「第五航空戦隊」出撃せよ！,「翔鶴」「瑞鶴」を基幹とする第五航空戦隊で、北方海域モーレイ海の敵を撃滅せよ！,2,4
226,南西諸島海域の制海権を握れ！,艦隊を南西諸島海域に全力出撃させ、多数の敵艦隊「主力」群を捕捉、撃滅せよ！,2,1
227,新「三川艦隊」出撃せよ！,完全編成した「三川艦隊」をもって、オリョール海の敵を撃滅せよ！,2,4
228,海上護衛戦,有力な対潜能力を持つ海上護衛隊によって、可能な限り多くの敵潜水艦を撃滅せよ！,2,2
229,敵東方艦隊を撃滅せよ！,西方海域に出撃し、敵東方艦隊の主力を捕捉、これを撃滅せよ！,2,2
230,敵潜水艦を制圧せよ！,対潜能力の充実した艦隊で出撃、敵潜水艦狩りを実施せよ！,2,1
231,「潜水艦隊」出撃せよ！,伊号潜水艦2隻からなる潜水艦隊でオリョール海の敵を撃滅せよ！,2,4
232,「航空水上打撃艦隊」出撃せよ！,航空戦艦2隻と航空巡洋艦2隻を基幹とする艦隊でカレー洋の制海権を握れ！,2,4
233,「第六戦隊」出撃せよ！,編成した「第六戦隊」をもって出撃し、オリョール海の敵を撃滅「完全勝利」せよ！,2,4
234,バレンタイン限定任務 【1号作戦】,バレンタイン限定任務：軽巡1隻及び駆逐艦2隻以上を含む艦隊で南西諸島防衛線、南西諸島近海、バシー海峡及び東部オリョール海を哨戒！敵艦隊を捕捉撃破し、各海域の制海権確保に努めよ！,2,4
235,【節分任務】鎮守府海域 南西方面防衛作戦,節分任務：軽空母または軽巡級を旗艦とする駆逐艦または海防艦2隻以上を含む艦隊で、節分期間の鎮守府海域南西諸島沖及び南西諸島防衛線に展開、敵を捕捉撃破せよ！,2,2
235,近海哨戒を実施せよ！,哨戒任務：軽巡級1隻以上、駆逐艦または海防艦計3隻以上による艦隊で、鎮守府海域の南西諸島沖及び製油所地帯沿岸、南西諸島海域の南西諸島近海及びバシー海峡の哨戒を実施、敵を捕捉撃滅せよ！,2,4
236,【節分任務】北方海域 威力偵察作戦,節分任務：水上機母艦または重巡級を旗艦とする駆逐艦2隻以上を含む艦隊で、節分期間の北方海域モーレイ海及び北方AL海域の敵艦隊を捜索撃滅せよ！,2,2
236,精鋭「二四駆逐隊」出撃せよ！,二四駆出撃任務：「海風改二」を旗艦とし、「山風」「江風」「涼風」のうち2隻以上を含む艦隊を編成、東部オリョール海、沖ノ島海域、南方海域前面、サブ島沖海域に突入！敵艦隊を捕捉、撃滅せよ！,2,4
237,【節分拡張任務】南方海域 艦隊決戦,節分拡張任務：戦艦または航空母艦を旗艦とする駆逐艦2隻以上を含む艦隊で、節分期間の南方海域深部サーモン海域及び同北方の敵艦隊を捕捉撃滅せよ(戦果拡張可能)！,2,2
237,「羽黒」「神風」、出撃せよ！,第五戦隊任務：「羽黒」「神風」を基幹として、他に重巡級1隻駆逐艦2隻、または駆逐艦4隻の艦隊で南西諸島近海、バシー海峡、東部オリョール海に出撃、敵艦隊と交戦、これを撃滅せよ！,2,4
238,バレンタイン限定任務 【2号作戦】,バレンタイン限定任務：巡洋艦を旗艦とする艦隊で沖ノ島海域、北方モーレイ海、キス島沖及びアルフォンシーノ方面を戦闘哨戒！敵艦隊を捕捉撃滅し、各海域の制海権を確保せよ！,2,4
239,「第八駆逐隊」出撃せよ！,編成した「第八駆逐隊」を含む艦隊で出撃し、オリョール海の敵を撃滅せよ！,2,4
240,「第十八駆逐隊」出撃せよ！,編成した「第十八駆逐隊」を含む艦隊で出撃し、北方海域モーレイ海の敵を撃滅せよ！,2,4
241,敵北方艦隊主力を撃滅せよ！,北方海域の深部に出撃し、敵北方艦隊の主力艦隊を捕捉、これを撃滅せよ！,2,2
242,敵東方中枢艦隊を撃破せよ！,西方海域カスガダマ島沖に出撃し、敵東方中枢艦隊を捕捉、これを撃破せよ！,2,2
243,南方海域珊瑚諸島沖の制空権を握れ！,南方海域珊瑚諸島沖に出撃し、敵機動部隊本体を捕捉撃滅、これに完全勝利せよ！,2,2
244,「第三十駆逐隊(第一次)」出撃せよ！,「第三十駆逐隊(第一次)」を含む艦隊で出撃し、キス島沖の主力艦隊と交戦せよ！,2,4
245,式の準備！(最終),練度の高い(Lv.90～99)第一艦隊旗艦で出撃し、オリョール海の暁に勝利を刻め！,2,4
246,二人でする初めての任務！,強い絆を結んだ艦娘を旗艦とした第一艦隊でリランカ島へ出撃、敵中枢を撃滅せよ！,2,4
247,「航空戦艦」抜錨せよ！,航空戦艦2隻を基幹とする艦隊で、西方海域カスガダマ島の敵勢力を撃破せよ！,2,4
248,「第三十駆逐隊」対潜哨戒！,「第三十駆逐隊(第二次)」は直ちに抜錨！鎮守府正面の対潜哨戒を実施せよ！,2,4
249,「第五戦隊」出撃せよ！,「第五戦隊」は沖ノ島沖の戦闘哨戒を実施、敵艦隊主力を捕捉、これを撃滅せよ！,2,3
250,新編「第二航空戦隊」出撃せよ！,新編「二航戦」を基幹とした艦隊で、珊瑚諸島沖に出撃、敵機動部隊を撃滅せよ！,2,4
251,精鋭「第二航空戦隊」抜錨せよ！,錬成を終え再編成「二航戦」を基幹とした艦隊で、敵リランカ島を空襲、破砕せよ！,2,4
252,戦艦「榛名」出撃せよ！,第二次改装実施した「榛名」を基幹とした艦隊で「南方海域」へ進出、敵艦隊主力を撃滅せよ！,2,4
253,「第六〇一航空隊」出撃せよ！,雲龍型航空母艦「雲龍改」含む機動部隊で珊瑚島沖に出撃、敵機動部隊を撃滅せよ！,2,4
254,「軽空母」戦隊、出撃せよ！,軽空母1～2隻、軽巡1隻、駆逐艦3～4隻の艦隊でカムラン半島の敵を撃滅せよ！,2,4
254,「軽空母」戦隊、出撃せよ！,軽空母1～2隻、軽巡1隻、駆逐艦3～4隻の艦隊で南西諸島近海の敵を撃滅せよ！,2,4
255,「水雷戦隊」バシー島沖緊急展開,軽巡を旗艦とした水雷戦隊(軽巡最大2隻他駆逐艦)でバシー島沖の敵を撃滅せよ！,2,4
256,「潜水艦隊」出撃せよ！,潜水艦戦力を中核とした艦隊で中部海域哨戒線へ反復出撃、敵戦力を漸減せよ！,2,3
257,「水雷戦隊」南西へ！,軽巡旗艦の水雷戦隊(軽巡最大3隻他駆逐艦)を急派、南西諸島防衛線で敵を撃滅せよ！,2,3
258,「第二戦隊」抜錨！,「第二戦隊」を基幹とした艦隊でカレー洋に進出、反復出撃により敵海上兵力を撃滅せよ！,2,4
259,「水上打撃部隊」南方へ！,戦艦3隻軽巡1隻他を基幹とした水上打撃部隊で南方海域へ進出、敵艦隊を撃滅せよ！,2,3
260,「戦艦部隊」北方海域に突入せよ！,戦艦2隻と直援軽空母1隻(正規空母無し)基幹の艦隊で北方AL海域に突入、敵を撃滅せよ！,2,4
261,海上輸送路の安全確保に努めよ！,鎮守府正面の対潜哨戒を反復実施し、安全な海上輸送路を確保せよ！,2,2
262,「西村艦隊」南方海域へ進出せよ！,「西村艦隊」を南方海域に進出させ、敵主力艦隊へ突入、これを撃滅せよ！,2,4
263,「第六戦隊」南西海域へ出撃せよ！,「古鷹」「加古」「青葉」「衣笠」を基幹とした「第六戦隊」で、沖ノ島沖の敵艦隊を撃滅せよ！,2,4
264,「空母機動部隊」西へ！,航空母艦2隻(随伴駆逐艦2隻)を基幹とする空母機動艦隊で、カレー洋の敵艦隊を撃滅せよ！,2,3
265,海上護衛強化月間,鎮守府正面海域の対潜哨戒を強化し、敵潜水艦を制圧、安全な海上輸送体制を確立せよ！,2,3
266,「水上反撃部隊」突入せよ！,駆逐艦を旗艦とした重巡1隻軽巡1隻駆逐艦4隻からなる水上挺身部隊、沖ノ島沖に突入せよ！,2,3
267,「第十一駆逐隊」出撃せよ！,「第十一駆逐隊」を含む艦隊で出撃し、オリョール海の敵を撃破せよ！,2,4
268,「第十一駆逐隊」対潜哨戒！,「第十一駆逐隊」を含む艦隊で鎮守府正面へ展開、対潜哨戒を実施せよ！,2,4
269,「第二一駆逐隊」出撃せよ！,「第二一駆逐隊」を含む艦隊で出撃し、北方海域モーレイ海の敵を撃滅せよ！,2,4
270,「第二二駆逐隊」出撃せよ！,「第二二駆逐隊」を含む艦隊で南西諸島防衛線に出撃、敵主力艦隊を撃滅せよ！,2,4
271,「那智戦隊」抜錨せよ！,旗艦「那智」及び「初霜」「霞」「潮」「曙」他1隻の艦隊でバシー島沖の敵を撃滅せよ！,2,4
272,「改装防空重巡」出撃せよ！,摩耶改または摩耶改二及び軽巡1駆逐2隻を含む艦隊でオリョール海の敵艦隊を撃滅せよ！,2,4
